source_kind,source_name,internal_path,type,size,stored_size,offset,compression_mode,compression,sha256,path_is_safe,path_issues
dat1,MASTER.DAT,ART/BACKGRND/RSTYMETL.FRM,image,77674,40045,903259,0x40,lzss,,True,
dat1,MASTER.DAT,ART/BACKGRND/SHADY.FRM,image,77674,41857,943304,0x40,lzss,,True,
dat1,MASTER.DAT,ART/BACKGRND/VAULT.FRM,image,77674,30408,985161,0x40,lzss,,True,
dat1,MASTER.DAT,ART/CUTS/BOIL1.MVE,video,2769032,2757666,1015569,0x40,lzss,,True,
dat1,MASTER.DAT,ART/CUTS/BOIL2.MVE,video,2768878,2745373,3773235,0x40,lzss,,True,
dat1,MASTER.DAT,ART/CUTS/BOIL3.MVE,video,2768806,2746406,6518608,0x40,lzss,,True,
dat1,MASTER.DAT,ART/CUTS/CATHEXP.CFG,other,130,100,9265014,0x40,lzss,,True,
dat1,MASTER.DAT,ART/CUTS/CATHEXP.MVE,video,4264822,3802434,9265114,0x40,lzss,,True,
dat1,MASTER.DAT,ART/CUTS/DIPEDV.CFG,other,130,100,13067548,0x40,lzss,,True,
dat1,MASTER.DAT,ART/CUTS/DIPEDV.MVE,video,11076622,10926937,13067648,0x40,lzss,,True,
dat1,MASTER.DAT,ART/CUTS/INTRO.CFG,other,638,280,23994585,0x40,lzss,,True,
dat1,MASTER.DAT,ART/CUTS/INTRO.MVE,video,47432990,45317209,23994865,0x40,lzss,,True,
dat1,MASTER.DAT,ART/CUTS/IPLOGO.MVE,video,3967654,3239220,69312074,0x40,lzss,,True,
dat1,MASTER.DAT,ART/CUTS/MOVIE.CFG,other,2018,884,72551294,0x40,lzss,,True,
dat1,MASTER.DAT,ART/CUTS/MPLOGO.MVE,video,2970568,2351048,72552178,0x40,lzss,,True,
dat1,MASTER.DAT,ART/CUTS/OVRINTRO.CFG,other,310,148,74903226,0x40,lzss,,True,
dat1,MASTER.DAT,ART/CUTS/OVRINTRO.MVE,video,27494100,25915795,74903374,0x40,lzss,,True,
dat1,MASTER.DAT,ART/CUTS/OVRRUN.MVE,video,18238024,17668274,100819169,0x40,lzss,,True,
dat1,MASTER.DAT,ART/CUTS/SUBTITLE.PAL,palette,33536,4326,118487443,0x40,lzss,,True,
dat1,MASTER.DAT,ART/CUTS/VEXPLD.MVE,video,6170646,5144718,118491769,0x40,lzss,,True,
dat1,MASTER.DAT,ART/CUTS/WALKM.CFG,other,186,113,123636487,0x40,lzss,,True,
dat1,MASTER.DAT,ART/CUTS/WALKM.MVE,video,8049546,7764160,123636600,0x40,lzss,,True,
dat1,MASTER.DAT,ART/CUTS/WALKW.CFG,other,186,113,131400760,0x40,lzss,,True,
dat1,MASTER.DAT,ART/CUTS/WALKW.MVE,video,8044910,7862180,131400873,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/ABOUT.FRM,image,121034,39608,139263053,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/AUTODWN.FRM,image,3182,1729,139302661,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/AUTOMAP.FRM,image,249194,63129,139304390,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/AUTOUP.FRM,image,3182,1632,139367519,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/BARTER.FRM,image,122314,63725,139369151,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/BURST.FRM,image,623,373,139432876,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/CALLED.FRM,image,131090,38824,139433249,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/CHADN.FRM,image,853,568,139472073,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/CHAUP.FRM,image,853,564,139472641,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/DI_DONE1.FRM,image,3846,2419,139473205,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/DI_DONE2.FRM,image,3846,2372,139475624,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/DI_TALK.FRM,image,121674,45913,139477996,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/EL_BOS2.FRM,image,26610,12724,139523909,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/ENDANIM.FRM,image,16652,7676,139536633,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/ENDCMBTD.FRM,image,910,448,139544309,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/ENDCMBTU.FRM,image,910,488,139544757,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/ENDTURND.FRM,image,910,429,139545245,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/ENDTURNU.FRM,image,910,410,139545674,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/HELPSCRN.FRM,image,307274,168309,139546084,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/IFACE.FRM,image,63434,31593,139714393,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/INVBOX.FRM,image,188197,73984,139745986,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/KICK.FRM,image,551,350,139819970,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/LOOT.FRM,image,201986,77143,139820320,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/MAPDN.FRM,image,853,502,139897463,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/MAPUP.FRM,image,853,527,139897965,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/MONTHS.FRM,image,5265,1986,139898492,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/MOVEMULT.FRM,image,42032,18742,139900478,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/MVEPNT.FRM,image,250,167,139919220,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/PICKCHAR.FRM,image,307274,108740,139919387,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/PIP.FRM,image,307274,107481,140028127,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/PIP2.FRM,image,33670,19361,140135608,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/PIPDN.FRM,image,853,643,140154969,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/PIPUP.FRM,image,853,647,140155612,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/PUNCH.FRM,image,560,339,140156259,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/RELOAD.FRM,image,578,369,140156598,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/SINGLE.FRM,image,452,297,140156967,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/SWING.FRM,image,587,268,140157264,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/THROW.FRM,image,488,307,140157532,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/THRUST.FRM,image,578,364,140157839,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/UNARMED.FRM,image,578,390,140158203,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/USE.FRM,image,109866,43370,140158593,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/USE_A.FRM,image,452,270,140201963,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/USEON.FRM,image,452,269,140202233,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/USET.FRM,image,533,322,140202502,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/WMAPBOX.FRM,image,307274,82819,140202824,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/INTRFACE/WMAPLABS.FRM,image,17786,7393,140285643,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/SPLASH/SPLASH0.RIX,other,307978,171725,140293036,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/SPLASH/SPLASH1.RIX,other,307978,110310,140464761,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/SPLASH/SPLASH2.RIX,other,307978,105847,140575071,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/SPLASH/SPLASH3.RIX,other,307978,171725,140680918,0x40,lzss,,True,
dat1,MASTER.DAT,ART/FRENCH/SPLASH/SPLASH4.RIX,other,307978,110310,140852643,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/ARDSHBF1.FRM,image,95286,32664,140962953,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/ARDSHBF2.FRM,image,338346,116071,140995617,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/ARDSHBF3.FRM,image,334546,115147,141111688,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/ARDSHBN.FRM,image,329190,113590,141226835,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/ARDSHBP.FRM,image,428570,148063,141340425,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/ARDSHGF1.FRM,image,91346,31884,141488488,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/ARDSHGF2.FRM,image,316826,111277,141520372,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/ARDSHGF3.FRM,image,320336,112267,141631649,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/ARDSHGN.FRM,image,321510,111906,141743916,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/ARDSHGP.FRM,image,410840,144206,141855822,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/ARDSHNB.FRM,image,327650,112952,142000028,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/ARDSHNF1.FRM,image,92206,31571,142112980,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/ARDSHNF2.FRM,image,329610,114353,142144551,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/ARDSHNF3.FRM,image,322370,111020,142258904,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/ARDSHNG.FRM,image,321940,111674,142369924,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/ARDSHNP.FRM,image,414710,143307,142481598,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/BUTCHBF1.FRM,image,101974,40873,142624905,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/BUTCHBF2.FRM,image,457130,182919,142665778,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/BUTCHBF3.FRM,image,456362,182884,142848697,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/BUTCHBN.FRM,image,458176,181776,143031581,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/BUTCHBP.FRM,image,458666,183636,143213357,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/BUTCHGF1.FRM,image,101222,39968,143396993,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/BUTCHGF2.FRM,image,455282,181035,143436961,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/BUTCHGF3.FRM,image,453734,179834,143617996,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/BUTCHGN.FRM,image,505862,199618,143797830,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/BUTCHGP.FRM,image,455282,180189,143997448,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/BUTCHNB.FRM,image,460759,183426,144177637,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/BUTCHNF1.FRM,image,101222,40153,144361063,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/BUTCHNF2.FRM,image,456830,181835,144401216,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/BUTCHNF3.FRM,image,455282,180713,144583051,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/BUTCHNG.FRM,image,505862,199965,144763764,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/BUTCHNP.FRM,image,455282,181018,144963729,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/CABBTBF1.FRM,image,147526,61853,145144747,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/CABBTBF2.FRM,image,663650,277881,145206600,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/CABBTBF3.FRM,image,663650,277748,145484481,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/CABBTBN.FRM,image,594186,249572,145762229,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/CABBTBP.FRM,image,664038,278797,146011801,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/CABBTGF1.FRM,image,149078,63094,146290598,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/CABBTGF2.FRM,image,672574,283250,146353692,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/CABBTGF3.FRM,image,670634,282876,146636942,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/CABBTGN.FRM,image,596126,251477,146919818,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/CABBTGP.FRM,image,670634,283289,147171295,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/CABBTNB.FRM,image,594186,249523,147454584,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/CABBTNF1.FRM,image,149078,62853,147704107,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/CABBTNF2.FRM,image,670634,282136,147766960,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/CABBTNF3.FRM,image,670634,282036,148049096,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/CABBTNG.FRM,image,596126,251390,148331132,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/CABBTNP.FRM,image,670634,282786,148582522,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/DEKKRBF1.FRM,image,114312,42722,148865308,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/DEKKRBF2.FRM,image,514187,193336,148908030,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/DEKKRBF3.FRM,image,513039,193678,149101366,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/DEKKRBN.FRM,image,505988,187808,149295044,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/DEKKRBP.FRM,image,514187,192967,149482852,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/DEKKRGF1.FRM,image,109846,40676,149675819,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/DEKKRGF2.FRM,image,495490,184230,149716495,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/DEKKRGF3.FRM,image,494090,183720,149900725,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/DEKKRGN.FRM,image,495210,183924,150084445,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/DEKKRGP.FRM,image,494090,183630,150268369,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/DEKKRNB.FRM,image,508252,189987,150451999,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/DEKKRNF1.FRM,image,110406,41010,150641986,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/DEKKRNF2.FRM,image,496610,184991,150682996,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/DEKKRNF3.FRM,image,495490,183924,150867987,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/DEKKRNG.FRM,image,495770,184093,151051911,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/DEKKRNP.FRM,image,496610,185063,151236004,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/GIZMOBF1.FRM,image,132620,39613,151421067,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/GIZMOBF2.FRM,image,465680,135178,151460680,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/GIZMOBF3.FRM,image,464015,137890,151595858,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/GIZMOBN.FRM,image,464015,139309,151733748,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/GIZMOBP.FRM,image,596573,178818,151873057,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/GIZMOGF1.FRM,image,132620,40319,152051875,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/GIZMOGF2.FRM,image,463016,141073,152092194,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/GIZMOGF3.FRM,image,463016,141699,152233267,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/GIZMOGN.FRM,image,464015,140866,152374966,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/GIZMOGP.FRM,image,596573,180305,152515832,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/GIZMONB.FRM,image,464015,139320,152696137,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/GIZMONF1.FRM,image,132620,39870,152835457,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/GIZMONF2.FRM,image,464015,138795,152875327,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/GIZMONF3.FRM,image,463016,139947,153014122,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/GIZMONG.FRM,image,464015,140679,153154069,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/GIZMONP.FRM,image,596573,178648,153294748,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARLDBF1.FRM,image,91286,39314,153473396,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARLDBF2.FRM,image,403570,176730,153512710,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARLDBF3.FRM,image,408570,174496,153689440,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARLDBN.FRM,image,371158,158927,153863936,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARLDBP.FRM,image,410370,176135,154022863,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARLDGF1.FRM,image,93686,39888,154198998,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARLDGF2.FRM,image,424570,178787,154238886,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARLDGF3.FRM,image,421970,180389,154417673,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARLDGN.FRM,image,374558,159795,154598062,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARLDGP.FRM,image,421170,178131,154757857,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARLDNB.FRM,image,371158,159173,154935988,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARLDNF1.FRM,image,93686,39835,155095161,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARLDNF2.FRM,image,419570,178983,155134996,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARLDNF3.FRM,image,418570,179415,155313979,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARLDNG.FRM,image,374558,159732,155493394,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARLDNP.FRM,image,421370,178147,155653126,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARRYBF1.FRM,image,155286,54643,155831273,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARRYBF2.FRM,image,776182,257730,155885916,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARRYBN.FRM,image,620958,218810,156143646,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARRYBP.FRM,image,698570,246655,156362456,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARRYGF1.FRM,image,155286,54458,156609111,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARRYGF2.FRM,image,776182,254586,156663569,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARRYGF3.FRM,image,698570,232316,156918155,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARRYGN.FRM,image,620958,218463,157150471,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARRYGP.FRM,image,698570,246006,157368934,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARRYNB.FRM,image,620958,218652,157614940,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARRYNF1.FRM,image,155286,54760,157833592,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARRYNF2.FRM,image,698570,223749,157888352,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARRYNF3.FRM,image,776182,257294,158112101,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARRYNG.FRM,image,620958,218704,158369395,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HARRYNP.FRM,image,698570,246777,158588099,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/HEADS.LST,index,280,174,158834876,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/JAINNBF1.FRM,image,97596,20607,158835050,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/JAINNBF2.FRM,image,339640,76524,158855657,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/JAINNBF3.FRM,image,344167,78014,158932181,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/JAINNBN.FRM,image,339659,72197,159010195,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/JAINNBP.FRM,image,438965,92163,159082392,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/JAINNGF1.FRM,image,95828,20664,159174555,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/JAINNGF2.FRM,image,386727,85935,159195219,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/JAINNGF3.FRM,image,335243,77539,159281154,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/JAINNGN.FRM,image,335243,72339,159358693,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/JAINNGP.FRM,image,431009,92968,159431032,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/JAINNNB.FRM,image,338775,72259,159524000,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/JAINNNF1.FRM,image,95828,20684,159596259,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/JAINNNF2.FRM,image,336701,75170,159616943,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/JAINNNF3.FRM,image,338436,77307,159692113,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/JAINNNG.FRM,image,335243,72362,159769420,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/JAINNNP.FRM,image,431009,93114,159841782,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/KILLNBF1.FRM,image,104338,39508,159934896,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/KILLNBF2.FRM,image,366255,137801,159974404,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/KILLNBF3.FRM,image,367331,138648,160112205,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/KILLNBN.FRM,image,367574,138703,160250853,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/KILLNBP.FRM,image,470242,177398,160389556,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/KILLNGF1.FRM,image,105678,40136,160566954,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/KILLNGF2.FRM,image,372711,140374,160607090,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/KILLNGF3.FRM,image,371097,140403,160747464,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/KILLNGN.FRM,image,369718,140173,160887867,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/KILLNGP.FRM,image,475334,180086,161028040,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/KILLNNB.FRM,image,368110,139206,161208126,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/KILLNNF1.FRM,image,105678,39886,161347332,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/KILLNNF2.FRM,image,371058,139374,161387218,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/KILLNNF3.FRM,image,371097,140176,161526592,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/KILLNNG.FRM,image,369718,140194,161666768,0x40,lzss,,True,
dat1,MASTER.DAT,ART/HEADS/KILLNNP.FRM,image,475334,180220,161806962,0x40,lzss,,True,
