type,id,source,script,object_expr
0,10,master,HIGHTOWR,dude_obj
0,10,master,HJOHN,dude_obj
0,10,master,HRNDBAR,dude_obj
0,10,master,HROULET,dude_obj
0,10,master,HSLOTS,dude_obj
0,10,master,HTWRGRD,dude_obj
0,10,master,HTWRGRGE,dude_obj
0,10,master,HTWRLEON,dude_obj
0,10,master,HTWRRICK,dude_obj
0,10,master,HTWRWIFE,dude_obj
0,10,master,HUBCAPTR,dude_obj
0,10,master,HUBFLRCD,dude_obj
0,10,master,HUBJAKE,dude_obj
0,10,master,HUBPATNT,dude_obj
0,10,master,HUBPRIS,dude_obj
0,10,master,HUBSMITY,dude_obj
0,10,master,HWMHOST,dude_obj
0,10,master,IAN,dude_obj
0,10,master,INBLADE,dude_obj
0,10,master,IRWIN,dude_obj
0,10,master,ISMARC,dude_obj
0,10,master,JAIN,dude_obj
0,10,master,JARIV,dude_obj
0,10,master,JASMINE,dude_obj
0,10,master,JCHIDMEM,dude_obj
0,10,master,JENNIFER,dude_obj
0,10,master,JOHN,dude_obj
0,10,master,JON,dude_obj
0,10,master,JTGENGRD,dude_obj
0,10,master,JTRAIDER,dude_obj
0,10,master,JULIANNA,dude_obj
0,10,master,JUNKIE,dude_obj
0,10,master,JUSTIN,dude_obj
0,10,master,KANE,dude_obj
0,10,master,KENNY,dude_obj
0,10,master,KERI,dude_obj
0,10,master,KILLIAN,dude_obj
0,10,master,KRUPPER,dude_obj
0,10,master,KYLE,dude_obj
0,10,master,LANCE,dude_obj
0,10,master,LARS,dude_obj
0,10,master,LAURA,dude_obj
0,10,master,LEADER,dude_obj
0,10,master,LEMMY,dude_obj
0,10,master,LEON,dude_obj
0,10,master,LORENZO,dude_obj
0,10,master,LORRI,dude_obj
0,10,master,LOXLEY,dude_obj
0,10,master,LT,dude_obj
0,10,master,LUCY,dude_obj
0,10,master,LUKE,dude_obj
0,10,master,MACRAE,dude_obj
0,10,master,MADSCI,dude_obj
0,10,master,MARCELLE,dude_obj
0,10,master,MARCEL~1,dude_obj
0,10,master,MASTER,dude_obj
0,10,master,MAT,dude_obj
0,10,master,MATHIA,dude_obj
0,10,master,MAXGRD,dude_obj
0,10,master,MAXSON,dude_obj
0,10,master,MAXSON2,dude_obj
0,10,master,MEDIC,dude_obj
0,10,master,MICHAEL,dude_obj
0,10,master,MICHAE~1,dude_obj
0,10,master,MIKE,dude_obj
0,10,master,MILES,dude_obj
0,10,master,MISSBRO,dude_obj
0,10,master,MLPRISON,dude_obj
0,10,master,MOATGRD,dude_obj
0,10,master,MOMCLAW,dude_obj
0,10,master,MOORE,dude_obj
0,10,master,MORBID,dude_obj
0,10,master,MORPH,dude_obj
0,10,master,MSTMERCH,dude_obj
0,10,master,NEAL,dude_obj
0,10,master,NICOLE,dude_obj
0,10,master,NUKEGRD,dude_obj
0,10,master,OFFICER,dude_obj
0,10,master,OVER,dude_obj
0,10,master,PALGUARD,dude_obj
0,10,master,PAUL,dude_obj
0,10,master,PETROX,dude_obj
0,10,master,PHIL,dude_obj
0,10,master,PRISON,dude_obj
0,10,master,RAE,dude_obj
0,10,master,RAIDGRD,dude_obj
0,10,master,RAIDPRIS,dude_obj
0,10,master,RATION,dude_obj
0,10,master,RAZLO,dude_obj
0,10,master,RAZOR,dude_obj
0,10,master,RD1INIT,dude_obj
0,10,master,RD1SCB1,dude_obj
0,10,master,REBEL,dude_obj
0,10,master,REDFARM,dude_obj
0,10,master,REGGUARD,dude_obj
0,10,master,RHOMBUS,dude_obj
0,10,master,RICHIE,dude_obj
0,10,master,RN1SCRB1,dude_obj
0,10,master,ROAMCLAW,dude_obj
0,10,master,ROBOT,dude_obj
0,10,master,ROOMGRD,dude_obj
0,10,master,RUTGE,dude_obj
0,10,master,RUTGER,dude_obj
0,10,master,SARAH,dude_obj
0,10,master,SAUL,dude_obj
0,10,master,SET,dude_obj
0,10,master,SETH,dude_obj
0,10,master,SHARK,dude_obj
0,10,master,SHERRY,dude_obj
0,10,master,SID,dude_obj
0,10,master,SINTHIA,dude_obj
0,10,master,SLAPPY,dude_obj
0,10,master,SLUMMER,dude_obj
0,10,master,SMITTY,dude_obj
0,10,master,SOPHIA,dude_obj
0,10,master,SSGUIDE,dude_obj
0,10,master,STAPLE,dude_obj
0,10,master,SUPLYGRD,dude_obj
0,10,master,TALUS,dude_obj
0,10,master,TANDI,dude_obj
0,10,master,TAYLOR,dude_obj
0,10,master,TGUARD,dude_obj
0,10,master,THERESA,dude_obj
0,10,master,THOMAS2,dude_obj
0,10,master,THORNDYK,dude_obj
0,10,master,TOLYA,dude_obj
0,10,master,TRENT,dude_obj
0,10,master,TRISH,dude_obj
0,10,master,TROY,dude_obj
0,10,master,TYCHO,dude_obj
0,10,master,VALTCUPL,dude_obj
0,10,master,VANCE,dude_obj
0,10,master,VANHAG,dude_obj
0,10,master,VDOORMUT,dude_obj
0,10,master,VFENCEMT,dude_obj
0,10,master,VGATEMUT,dude_obj
0,10,master,VINCENT,dude_obj
0,10,master,VIOLA,dude_obj
0,10,master,VPLOTMUT,dude_obj
0,10,master,VREE,dude_obj
0,10,master,VREGRD,dude_obj
0,10,master,VTEAM1,dude_obj
0,10,master,VTEAM2,dude_obj
0,10,master,VTEAM3,dude_obj
0,10,master,VTEAM4,dude_obj
0,10,master,VTEAM7,dude_obj
0,10,master,VTEAM8,dude_obj
0,10,master,WIGGUP,dude_obj
0,10,master,WMCARVN,dude_obj
0,10,master,WMGROUP,dude_obj
0,10,master,WMGUARD,dude_obj
0,10,master,WMVAN,dude_obj
0,10,master,WTRGRD,dude_obj
0,10,master,WTRTHIEF,dude_obj
0,10,master,ZACK,dude_obj
0,10,master,ZARK,dude_obj
0,10,master,ZAX,dude_obj
0,16,data,rndmtn,dude_obj
0,16,master,RNDDERT,dude_obj
0,16,master,RNDDESRT,dude_obj
0,16,master,RNDMTN,dude_obj
0,20,data,rndmtn,dude_obj
0,20,master,CARENCTR,dude_obj
0,20,master,COLATRUK,dude_obj
0,20,master,HUBENCTR,dude_obj
0,20,master,RNDCITY,dude_obj
0,20,master,RNDCOAST,dude_obj
0,20,master,RNDDERT,dude_obj
0,20,master,RNDDESRT,dude_obj
0,20,master,RNDMTN,dude_obj
0,27,master,REVULSE,dude_obj
0,39,data,BITSBOB,dude_obj
0,39,data,GABRIEL,dude_obj
0,39,data,GIZMO,dude_obj
0,39,data,HARRY,dude_obj
0,39,data,KILLIAN,dude_obj
0,39,data,LARS,dude_obj
0,39,data,MORPH,dude_obj
0,39,data,MSTMERCH,dude_obj
0,39,data,RAZOR,dude_obj
0,39,data,SLAPPY,dude_obj
0,39,data,TANDI,dude_obj
0,39,data,inblade,dude_obj
0,39,master,ABEL,dude_obj
0,39,master,ADYTOWNR,dude_obj
0,39,master,AGATHA,dude_obj
0,39,master,AIRGRD,dude_obj
0,39,master,ALLNONE,dude_obj
0,39,master,ALYA,dude_obj
0,39,master,ANIMFR~1,dude_obj
0,39,master,ARADESH,dude_obj
0,39,master,ARMSDEAL,dude_obj
0,39,master,ASSBLOW,dude_obj
0,39,master,AVERY,dude_obj
0,39,master,BARRACUS,dude_obj
0,39,master,BARTERGU,dude_obj
0,39,master,BARTERGY,dude_obj
0,39,master,BARTER~1,dude_obj
0,39,master,BILLY,dude_obj
0,39,master,BITSBOB,dude_obj
0,39,master,BLADE,dude_obj
0,39,master,BOSLORI,dude_obj
0,39,master,BUTCH,dude_obj
0,39,master,BYCHRIS,dude_obj
0,39,master,BYGREG,dude_obj
0,39,master,BYMIKE,dude_obj
0,39,master,CABBOT,dude_obj
0,39,master,CALDER,dude_obj
0,39,master,CALEB,dude_obj
0,39,master,CARVLEAD,dude_obj
0,39,master,CATHSHOP,dude_obj
0,39,master,CCGUARD,dude_obj
0,39,master,CCGUARD1,dude_obj
0,39,master,CCGUARD2,dude_obj
0,39,master,CCVAN,dude_obj
0,39,master,CHEATER,dude_obj
0,39,master,CHILDMEM,dude_obj
0,39,master,CHOCTECH,dude_obj
0,39,master,CHUCK,dude_obj
0,39,master,CINDY,dude_obj
0,39,master,CITIZEN,dude_obj
0,39,master,CLEO,dude_obj
0,39,master,DAN,dude_obj
0,39,master,DANE,dude_obj
0,39,master,DANWIFE,dude_obj
0,39,master,DARREL,dude_obj
0,39,master,DCMUTANT,dude_obj
0,39,master,DEADGUY,dude_obj
0,39,master,DECKER,dude_obj
0,39,master,DECKGARD,dude_obj
0,39,master,DECKGRD,dude_obj
0,39,master,DEMETRE,dude_obj
0,39,master,DEMOPHIL,dude_obj
0,39,master,DIANA,dude_obj
0,39,master,DOCWU,dude_obj
0,39,master,DUC,dude_obj
0,39,master,DUGAN,dude_obj
0,39,master,EGGCLAW,dude_obj
0,39,master,FALCON1,dude_obj
0,39,master,FEMFARMR,dude_obj
0,39,master,FGTCARVN,dude_obj
0,39,master,FGTGARD,dude_obj
0,39,master,FGTVAN,dude_obj
0,39,master,FISHRMAN,dude_obj
0,39,master,FISHRSON,dude_obj
0,39,master,FLASH,dude_obj
0,39,master,FLIP,dude_obj
0,39,master,FOLSCHOL,dude_obj
0,39,master,FRY,dude_obj
0,39,master,FRYSTUB,dude_obj
0,39,master,GABRIEL,dude_obj
0,39,master,GARL,dude_obj
0,39,master,GARRET,dude_obj
0,39,master,GENCOP,dude_obj
0,39,master,GENERIC,dude_obj
0,39,master,GENFGT,dude_obj
0,39,master,GENMUTAN,dude_obj
0,39,master,GENRAID2,dude_obj
0,39,master,GENRAIDR,dude_obj
0,39,master,GENSARG,dude_obj
0,39,master,GENSKAG,dude_obj
0,39,master,GENSUPR,dude_obj
0,39,master,GENVAULT,dude_obj
0,39,master,GHDORGRD,dude_obj
0,39,master,GHGUARD,dude_obj
0,39,master,GHREFUGE,dude_obj
0,39,master,GIZMO,dude_obj
0,39,master,GRETCH,dude_obj
0,39,master,GRNFARM,dude_obj
0,39,master,GROUNDR,dude_obj
0,39,master,GUIDO,dude_obj
0,39,master,GUNRNR,dude_obj
0,39,master,GUNRUNR,dude_obj
0,39,master,GUNTHER,dude_obj
0,39,master,GWEN,dude_obj
0,39,master,HALLGRD,dude_obj
0,39,master,HAROLD,dude_obj
0,39,master,HARRY,dude_obj
0,39,master,HBETH,dude_obj
0,39,master,HBODGRD,dude_obj
0,39,master,HBODGRD2,dude_obj
0,39,master,HCARAVN1,dude_obj
0,39,master,HCARAVN2,dude_obj
0,39,master,HCARAVN3,dude_obj
0,39,master,HCARAVN4,dude_obj
0,39,master,HCHDGRD,dude_obj
0,39,master,HDEALER,dude_obj
0,39,master,HEATHER,dude_obj
0,39,master,HGENCVAN,dude_obj
0,39,master,HGENDEAL,dude_obj
0,39,master,HGENFARM,dude_obj
0,39,master,HGENGAMB,dude_obj
0,39,master,HGENVAN2,dude_obj
0,39,master,HHOOKER,dude_obj
0,39,master,HIGHELD,dude_obj
0,39,master,HIGHTOWR,dude_obj
0,39,master,HJOHN,dude_obj
0,39,master,HRNDBAR,dude_obj
0,39,master,HROULET,dude_obj
0,39,master,HSLOTS,dude_obj
0,39,master,HTWRGRD,dude_obj
0,39,master,HTWRGRGE,dude_obj
0,39,master,HTWRLEON,dude_obj
0,39,master,HTWRRICK,dude_obj
0,39,master,HTWRWIFE,dude_obj
0,39,master,HUBCAPTR,dude_obj
0,39,master,HUBFLRCD,dude_obj
0,39,master,HUBJAKE,dude_obj
0,39,master,HUBPATNT,dude_obj
0,39,master,HUBPRIS,dude_obj
0,39,master,HUBSMITY,dude_obj
0,39,master,HWMHOST,dude_obj
0,39,master,IAN,dude_obj
0,39,master,INBLADE,dude_obj
0,39,master,IRWIN,dude_obj
0,39,master,ISMARC,dude_obj
0,39,master,JAIN,dude_obj
0,39,master,JARIV,dude_obj
0,39,master,JASMINE,dude_obj
0,39,master,JCHIDMEM,dude_obj
0,39,master,JENNIFER,dude_obj
0,39,master,JOHN,dude_obj
0,39,master,JON,dude_obj
0,39,master,JTGENGRD,dude_obj
0,39,master,JTRAIDER,dude_obj
0,39,master,JULIANNA,dude_obj
0,39,master,JUNKIE,dude_obj
0,39,master,JUSTIN,dude_obj
0,39,master,KANE,dude_obj
0,39,master,KENNY,dude_obj
0,39,master,KERI,dude_obj
0,39,master,KILLIAN,dude_obj
0,39,master,KRUPPER,dude_obj
0,39,master,KYLE,dude_obj
0,39,master,LANCE,dude_obj
0,39,master,LARS,dude_obj
0,39,master,LAURA,dude_obj
0,39,master,LEADER,dude_obj
0,39,master,LEMMY,dude_obj
0,39,master,LEON,dude_obj
0,39,master,LORENZO,dude_obj
0,39,master,LORRI,dude_obj
0,39,master,LOXLEY,dude_obj
0,39,master,LT,dude_obj
0,39,master,LUCY,dude_obj
0,39,master,LUKE,dude_obj
0,39,master,MACRAE,dude_obj
0,39,master,MADSCI,dude_obj
0,39,master,MARCELLE,dude_obj
0,39,master,MARCEL~1,dude_obj
0,39,master,MASTER,dude_obj
0,39,master,MAT,dude_obj
0,39,master,MATHIA,dude_obj
0,39,master,MAXGRD,dude_obj
0,39,master,MAXSON,dude_obj
0,39,master,MAXSON2,dude_obj
0,39,master,MEDIC,dude_obj
0,39,master,MICHAEL,dude_obj
0,39,master,MICHAE~1,dude_obj
0,39,master,MIKE,dude_obj
0,39,master,MILES,dude_obj
0,39,master,MISSBRO,dude_obj
0,39,master,MLPRISON,dude_obj
0,39,master,MOATGRD,dude_obj
0,39,master,MOMCLAW,dude_obj
0,39,master,MOORE,dude_obj
0,39,master,MORBID,dude_obj
0,39,master,MORPH,dude_obj
0,39,master,MSTMERCH,dude_obj
0,39,master,NEAL,dude_obj
0,39,master,NICOLE,dude_obj
0,39,master,NUKEGRD,dude_obj
0,39,master,OFFICER,dude_obj
0,39,master,OVER,dude_obj
0,39,master,PALGUARD,dude_obj
0,39,master,PAUL,dude_obj
0,39,master,PETROX,dude_obj
0,39,master,PHIL,dude_obj
0,39,master,PRISON,dude_obj
0,39,master,RAE,dude_obj
0,39,master,RAIDGRD,dude_obj
0,39,master,RAIDPRIS,dude_obj
0,39,master,RATION,dude_obj
0,39,master,RAZLO,dude_obj
0,39,master,RAZOR,dude_obj
0,39,master,RD1INIT,dude_obj
0,39,master,RD1SCB1,dude_obj
0,39,master,REBEL,dude_obj
0,39,master,REDFARM,dude_obj
0,39,master,REGGUARD,dude_obj
0,39,master,RHOMBUS,dude_obj
0,39,master,RICHIE,dude_obj
0,39,master,RN1SCRB1,dude_obj
0,39,master,ROAMCLAW,dude_obj
0,39,master,ROBOT,dude_obj
0,39,master,ROOMGRD,dude_obj
0,39,master,RUTGE,dude_obj
0,39,master,RUTGER,dude_obj
0,39,master,SARAH,dude_obj
0,39,master,SAUL,dude_obj
0,39,master,SET,dude_obj
0,39,master,SETH,dude_obj
0,39,master,SHARK,dude_obj
0,39,master,SHERRY,dude_obj
0,39,master,SID,dude_obj
0,39,master,SINTHIA,dude_obj
0,39,master,SLAPPY,dude_obj
0,39,master,SLUMMER,dude_obj
0,39,master,SMITTY,dude_obj
0,39,master,SOPHIA,dude_obj
0,39,master,SSGUIDE,dude_obj
0,39,master,STAPLE,dude_obj
0,39,master,SUPLYGRD,dude_obj
0,39,master,TALUS,dude_obj
0,39,master,TANDI,dude_obj
0,39,master,TAYLOR,dude_obj
0,39,master,TGUARD,dude_obj
0,39,master,THERESA,dude_obj
0,39,master,THOMAS2,dude_obj
0,39,master,THORNDYK,dude_obj
0,39,master,TOLYA,dude_obj
0,39,master,TRENT,dude_obj
0,39,master,TRISH,dude_obj
0,39,master,TROY,dude_obj
0,39,master,TYCHO,dude_obj
0,39,master,VALTCUPL,dude_obj
0,39,master,VANCE,dude_obj
0,39,master,VANHAG,dude_obj
0,39,master,VDOORMUT,dude_obj
0,39,master,VFENCEMT,dude_obj
0,39,master,VGATEMUT,dude_obj
0,39,master,VINCENT,dude_obj
0,39,master,VIOLA,dude_obj
0,39,master,VPLOTMUT,dude_obj
0,39,master,VREE,dude_obj
0,39,master,VREGRD,dude_obj
0,39,master,VTEAM1,dude_obj
0,39,master,VTEAM2,dude_obj
0,39,master,VTEAM3,dude_obj
0,39,master,VTEAM4,dude_obj
0,39,master,VTEAM7,dude_obj
0,39,master,VTEAM8,dude_obj
0,39,master,WIGGUP,dude_obj
0,39,master,WMCARVN,dude_obj
0,39,master,WMGROUP,dude_obj
0,39,master,WMGUARD,dude_obj
0,39,master,WMVAN,dude_obj
0,39,master,WTRGRD,dude_obj
0,39,master,WTRTHIEF,dude_obj
0,39,master,ZACK,dude_obj
0,39,master,ZARK,dude_obj
0,39,master,ZAX,dude_obj
0,40,data,rndmtn,dude_obj
0,40,master,CARENCTR,dude_obj
0,40,master,HUBENCTR,dude_obj
0,40,master,RNDCITY,dude_obj
0,40,master,RNDCOAST,dude_obj
0,40,master,RNDDERT,dude_obj
0,40,master,RNDDESRT,dude_obj
0,40,master,RNDMTN,dude_obj
0,44,master,RADRAT,dude_obj
0,44,master,RADSCOR2,dude_obj
0,44,master,RADSCORP,dude_obj
0,44,master,WANRAT2,dude_obj
0,44,master,WANRATS,dude_obj
0,46,data,rndmtn,dude_obj
0,46,master,CARENCTR,dude_obj
0,46,master,HUBENCTR,dude_obj
0,46,master,RNDCITY,dude_obj
0,46,master,RNDCOAST,dude_obj
0,46,master,RNDDERT,dude_obj
0,46,master,RNDDESRT,dude_obj
0,46,master,RNDMTN,dude_obj
0,47,data,rndmtn,dude_obj
0,47,master,RNDCITY,dude_obj
0,47,master,RNDCOAST,dude_obj
0,47,master,RNDDERT,dude_obj
0,47,master,RNDDESRT,dude_obj
0,47,master,RNDMTN,dude_obj
1,10,data,KILLIAN,self_obj
1,10,master,BLADES,dude_obj
1,10,master,DOGMEAT,dude_obj
1,10,master,FEMFARMR,self_obj
1,10,master,FIRE,dude_obj
1,10,master,GRNFARM,self_obj
1,10,master,HGENFARM,self_obj
1,10,master,IAN,dude_obj
1,10,master,ISMARC,self_obj
1,10,master,KATJA,dude_obj
1,10,master,KERI,self_obj
1,10,master,KILLIAN,self_obj
1,10,master,LEMMY,self_obj
1,10,master,LORENZO,self_obj
1,10,master,NEAL,self_obj
1,10,master,REDFARM,self_obj
1,10,master,TYCHO,dude_obj
1,10,master,V13CAVES,dude_obj
2,8,master,OBJ_DUDE,dude_obj
2,10,data,V13CAVE,dude_obj
2,10,master,V13CAVE,dude_obj
2,15,data,V13CAVE,dude_obj
2,15,master,V13CAVE,dude_obj
